X,Y,Z,topic,Source
"and with the permission of your doctor, sports are always a good thing.",One might argue that it's dangerous for some people to engage in strenuous activity.,reb,sports_as_family_activity,micro_c183.xml
There is ample opportunity for family bonding whether competing as a team or against one other.,Doing sports together is a good thing for families.,sup,sports_as_family_activity,micro_c184.xml
Some may think that competitive environment generally associated with sport can be disruptive of family harmony.,Doing sports together is a good thing for families.,reb,sports_as_family_activity,micro_c184.xml
This is not necessarily the case.,Some may think that competitive environment generally associated with sport can be disruptive of family harmony.,reb,sports_as_family_activity,micro_c184.xml
Adults have the opportunity to demonstrate sportsmanship and proper behavior to their children.,This is not necessarily the case.,sup,sports_as_family_activity,micro_c184.xml
The documented contribution of sport to physical and mental well-being also argues in favor of family participation.,Doing sports together is a good thing for families.,sup,sports_as_family_activity,micro_c184.xml
Families participating in sports teams can be a good way to bond.,Doing sports together is a good thing for families.,sup,sports_as_family_activity,micro_c185.xml
When families are competing together and working together as a team they feel more connected and engaged with each other.,Families participating in sports teams can be a good way to bond.,sup,sports_as_family_activity,micro_c185.xml
It is also an excellent way to improve the family's total health.,Doing sports together is a good thing for families.,sup,sports_as_family_activity,micro_c185.xml
Sports also helps to teach families discipline.,Doing sports together is a good thing for families.,sup,sports_as_family_activity,micro_c185.xml
"The risk of injury is a possible side effect from families doing sports together,",Doing sports together is a good thing for families.,reb,sports_as_family_activity,micro_c185.xml
but the positive benefits far outweigh any risks.,"The risk of injury is a possible side effect from families doing sports together,",und,sports_as_family_activity,micro_c185.xml
They create less time together and more time involved in solving the puzzle or task assigned to them.,"Use of video games are hazardous to successful, happy families.",sup,video_games_bad_for_families,micro_c186.xml
"There are many which promote violent acts to solve missions,","Use of video games are hazardous to successful, happy families.",sup,video_games_bad_for_families,micro_c186.xml
and the chat rooms available open our children to pedophiles and kidnappers posing as children their age.,"Use of video games are hazardous to successful, happy families.",sup,video_games_bad_for_families,micro_c186.xml
"Some have claimed that playing games with their children has helped to increase togetherness and unity,","Use of video games are hazardous to successful, happy families.",reb,video_games_bad_for_families,micro_c186.xml
"but not a lot of deep, personal conversations can be had while you are fighting each other to the death in a role-playing game.","Some have claimed that playing games with their children has helped to increase togetherness and unity,",reb,video_games_bad_for_families,micro_c186.xml
This is a classic example of treating a symptom and ignoring the disease.,Video games do not have a negative impact on family life.,sup,video_games_bad_for_families,micro_c187.xml
Would you say does tending a garden negatively affect family life? Of course you wouldn't.,Such activities cannot be inherently bad.,sup,video_games_bad_for_families,micro_c187.xml
Such activities cannot be inherently bad.,This is a classic example of treating a symptom and ignoring the disease.,sup,video_games_bad_for_families,micro_c187.xml
It's what the person does with that activity that makes it bad.,This is a classic example of treating a symptom and ignoring the disease.,sup,video_games_bad_for_families,micro_c187.xml
because it takes away from the time you should be spending with family and going outside.,Video games do have an a bad impact on life,sup,video_games_bad_for_families,micro_c188.xml
"Ultimately, in the end however if used responsibly video games can be fun for a recreation event.",Video games do have an a bad impact on life,reb,video_games_bad_for_families,micro_c188.xml
"If video games consume a good part of the day and are not enjoyed by all then yes, they could have an impact in that there will be no actual social interaction of those in the family unit.",Video games do not necessarily have a bad impact on family life as long as they are played within a reasonable time limit and if all members can enjoy the games together.,reb,video_games_bad_for_families,micro_c189.xml
If the entire family participates in the game then they are all enjoying themselves together and bonding. Thus there is no bad impact.,"If video games consume a good part of the day and are not enjoyed by all then yes, they could have an impact in that there will be no actual social interaction of those in the family unit.",und,video_games_bad_for_families,micro_c189.xml
It is just like people playing board games.,Video games do not necessarily have a bad impact on family life as long as they are played within a reasonable time limit and if all members can enjoy the games together.,sup,video_games_bad_for_families,micro_c189.xml
Monopoly can take many hours to play and there is no bad impact on family life because all are playing together.,It is just like people playing board games.,exa,video_games_bad_for_families,micro_c189.xml
There are few times in the average family were they can interact with each other on a close level without any interruptions.,Video games are the enemy of quality family time.,sup,video_games_bad_for_families,micro_c190.xml
Video games can become addictive and time consuming.,The time playing video games should be limited by parents or caregivers.,sup,video_games_bad_for_families,micro_c190.xml
"On the other hand, they can also teach meaningful skills to the users.",The time playing video games should be limited by parents or caregivers.,reb,video_games_bad_for_families,micro_c190.xml
Video games are the enemy of quality family time.,The time playing video games should be limited by parents or caregivers.,sup,video_games_bad_for_families,micro_c190.xml
"There are many games available that are suitable for all ages, and playing those as a family can bring the family together.","Video games do impact family life, but that impact does not always have to be negative.",sup,video_games_bad_for_families,micro_c191.xml
"Family video games would be the modern day equivalent to gathering as a family to play a board game, and there has never been controversy around that activity.","Video games do impact family life, but that impact does not always have to be negative.",sup,video_games_bad_for_families,micro_c191.xml
"The problem that exists is potentially in violent video games,","Video games do impact family life, but that impact does not always have to be negative.",reb,video_games_bad_for_families,micro_c191.xml
"but with good parenting, those can be avoided in favor of more wholesome, family-friendly games.","The problem that exists is potentially in violent video games,",und,video_games_bad_for_families,micro_c191.xml
"People who own dogs should show them respect,",but they should not treat them like a family member.,reb,treat_dogs_as_humans,micro_c192.xml
To treat a dog the same as a family member is disrespectful to the rest of the family.,but they should not treat them like a family member.,sup,treat_dogs_as_humans,micro_c192.xml
"A dog has no idea what a birthday is or feels the need to wear clothes. While you can have a party for your pet and dress it up in a party outfit, that doesn't make it human, only looks silly, and makes the dog uncomfortable.",but they should not treat them like a family member.,sup,treat_dogs_as_humans,micro_c192.xml
because they're a part of the family.,It is OK to treat dogs on par with family members,sup,treat_dogs_as_humans,micro_c193.xml
We look after them as we do our own family.,because they're a part of the family.,sup,treat_dogs_as_humans,micro_c193.xml
"We feed them, bath them, take them to their appointments.",because they're a part of the family.,sup,treat_dogs_as_humans,micro_c193.xml
"We want to make sure they're ok, like the ones we love.",because they're a part of the family.,sup,treat_dogs_as_humans,micro_c193.xml
They also give us comfort and warm feelings and help promote a happier lifestyle.,It is OK to treat dogs on par with family members,sup,treat_dogs_as_humans,micro_c193.xml
They're fulling and fun to be around.,It is OK to treat dogs on par with family members,sup,treat_dogs_as_humans,micro_c193.xml
"Dogs need water, food, and medical treatment just like humans.",For the purposes of treatment and care it is absolutely okay to treat the family pet dog on par with other family members.,sup,treat_dogs_as_humans,micro_c194.xml
They also need attention and affection just like humans.,For the purposes of treatment and care it is absolutely okay to treat the family pet dog on par with other family members.,sup,treat_dogs_as_humans,micro_c194.xml
It is said that dogs are man's best friend. If that is true then they should be treated as such.,For the purposes of treatment and care it is absolutely okay to treat the family pet dog on par with other family members.,sup,treat_dogs_as_humans,micro_c194.xml
Common sense dictates that dogs are a different species and some reasonable precautions need to be taken to in certain situations.,For the purposes of treatment and care it is absolutely okay to treat the family pet dog on par with other family members.,reb,treat_dogs_as_humans,micro_c194.xml
"That doesn't mean, of course, that family members should feel free to eat out of the dogs bowl without expecting a subsequent illness to occur.",Common sense dictates that dogs are a different species and some reasonable precautions need to be taken to in certain situations.,exa,treat_dogs_as_humans,micro_c194.xml
Dogs will show unconditional love whether treated good or bad.,They should be treated as part of the family.,sup,treat_dogs_as_humans,micro_c195.xml
They are loyal and forgiving.,They should be treated as part of the family.,sup,treat_dogs_as_humans,micro_c195.xml
"Just like children, they require guidance and discipline.",They should be treated as part of the family.,sup,treat_dogs_as_humans,micro_c195.xml
Dogs are pets and should not be left outside.,They should be treated as part of the family.,sup,treat_dogs_as_humans,micro_c195.xml
It is not normal behavior to treat you dog as an equal to your family.,Treating a dog on par with family members is a very unwise choice,sup,treat_dogs_as_humans,micro_c197.xml
In some ways it is good for the heart to have a fur friend in your home.,Treating a dog on par with family members is a very unwise choice,sup,treat_dogs_as_humans,micro_c197.xml
because we never know what will happen in the future.,Treating a dog on par with family members is a very unwise choice,sup,treat_dogs_as_humans,micro_c197.xml
If a person loses their source of income then their dogs may suffer and not receive adequate care.,Treating a dog on par with family members is a very unwise choice,sup,treat_dogs_as_humans,micro_c197.xml
The supplies for dogs can be somewhat expensive.,If a person loses their source of income then their dogs may suffer and not receive adequate care.,sup,treat_dogs_as_humans,micro_c197.xml
"""For centuries, dogs have been known as """"man's best friend.""""","With that logic, we should them be treating them like members of our family.",sup,treat_dogs_as_humans,micro_c198.xml
so we should be able to rely on them.,"With that logic, we should them be treating them like members of our family.",sup,treat_dogs_as_humans,micro_c198.xml
"Most dogs are groomed and trained to be dependable,",so we should be able to rely on them.,sup,treat_dogs_as_humans,micro_c198.xml
"They are always there for us, helping us when we need it.","With that logic, we should them be treating them like members of our family.",sup,treat_dogs_as_humans,micro_c198.xml
"On the negative, a larger family costs a whole lot more.","In the long run, yes a larger family is better for children,",reb,large_families_better_for_children,micro_c199.xml
because they will learn so much more.,"In the long run, yes a larger family is better for children,",sup,large_families_better_for_children,micro_c199.xml
A larger family will create a better atmosphere for a child.,because they will learn so much more.,sup,large_families_better_for_children,micro_c199.xml
"They will be more outgoing, more playful,",A larger family will create a better atmosphere for a child.,sup,large_families_better_for_children,micro_c199.xml
because of not being around just adults all the time.,"They will be more outgoing, more playful,",sup,large_families_better_for_children,micro_c199.xml
"In my experience, being an only child you are more serious.",A larger family will create a better atmosphere for a child.,sup,large_families_better_for_children,micro_c199.xml
"Statistics show there is a larger ratio of teen pregnancies, school dropouts, and criminal convictions in families with more than 3 children.",Large families are not better for the children.,sup,large_families_better_for_children,micro_c200.xml
The main problem is the loss of parental focus and guidance for each child.,Large families are not better for the children.,sup,large_families_better_for_children,micro_c200.xml
One possible counter argument is that there is more long term bonding and support among the siblings.,Large families are not better for the children.,reb,large_families_better_for_children,micro_c200.xml
I would suggest that this is needed because of the proportionate lack of parental contact and guidance that occurs during childhood in big families.,One possible counter argument is that there is more long term bonding and support among the siblings.,und,large_families_better_for_children,micro_c200.xml
because it teaches them about sticking together.,"Yes, large families are good for children",sup,large_families_better_for_children,micro_c201.xml
Children learn how to share items and time with their family.,"Yes, large families are good for children",sup,large_families_better_for_children,micro_c201.xml
Large families will help children feel more secure in the world.,"Yes, large families are good for children",sup,large_families_better_for_children,micro_c201.xml
"In a larger family resources per child would be more scarce both financially, e.g. college, and parental.",I personally lean towards large families being worse for children than small families.,sup,large_families_better_for_children,micro_c202.xml
"Of course this argument is based on the assumption that the topic is about families in developed countries, in developing countries larger families can be a necessity to make sure that any of the children live to adulthood.",I personally lean towards large families being worse for children than small families.,reb,large_families_better_for_children,micro_c202.xml
"In a developed country a child needing interaction with other children would have to interact with their non-family peers, thereby learning valuable social skills.",I personally lean towards large families being worse for children than small families.,sup,large_families_better_for_children,micro_c202.xml
because it usually means they have lots of brothers and sisters to play with.,"Large families provide a wonderful life for children,",sup,large_families_better_for_children,micro_c204.xml
"Parents don't live forever, and it can be very comforting to know you will have siblings that can still form a family with you.","Large families provide a wonderful life for children,",sup,large_families_better_for_children,micro_c204.xml
"IF you don't get along as well with one or more siblings, you don't feel isolated because there are undoubtedly other siblings you can interact with.","Large families provide a wonderful life for children,",sup,large_families_better_for_children,micro_c204.xml
You could argue that children in large families don't receive as much one-on-one attention from their parents.,"Large families provide a wonderful life for children,",reb,large_families_better_for_children,micro_c204.xml
"However, many children who go to day care all day or just don't have very active parents have similar experiences,",You could argue that children in large families don't receive as much one-on-one attention from their parents.,und,large_families_better_for_children,micro_c204.xml
and with a larger family love could come from other sources than just the parents.,You could argue that children in large families don't receive as much one-on-one attention from their parents.,und,large_families_better_for_children,micro_c204.xml
Having a larger family causes each member to feel like they have to excel or act out for attention.,Large families are not necessarily better for children.,sup,large_families_better_for_children,micro_c205.xml
"One could argue that with a larger family, the children would have more people to rely on.",Large families are not necessarily better for children.,reb,large_families_better_for_children,micro_c205.xml
"However, this could also cause disturbances and jealousy.","One could argue that with a larger family, the children would have more people to rely on.",und,large_families_better_for_children,micro_c205.xml
Smaller families have the potential to be tighter and more close knit due to their size.,Large families are not necessarily better for children.,sup,large_families_better_for_children,micro_c205.xml
